high,medium,low,listing_id
0.952,0.042,0.006,7133236
0.918,0.069,0.013,7176402
0.993,0.007,0.0,7181236
0.984,0.014,0.002,6906771
0.872,0.092,0.036,7037927
0.911,0.07,0.019,6864953
0.819,0.128,0.053,6834526
0.176,0.788,0.036,7052568
0.181,0.704,0.115,6952698
0.988,0.011,0.001,7078056
0.928,0.06,0.012,7184848
0.885,0.096,0.019,6815426
0.1991,0.7778999999999999,0.023,6943679
0.894,0.097,0.009,6838145
0.95,0.046,0.004,7028073
0.956,0.039,0.005,7060000
0.997,0.003,0.0,7163227
0.868,0.088,0.044,7171973
0.03,0.656,0.314,7150599
0.879,0.101,0.02,6904019
0.203,0.722,0.075,6960683
0.943,0.051,0.006,6960065
0.736,0.204,0.06,6986918
0.08725,0.861,0.05175,6970006
0.062,0.8240547619047617,0.11394523809523807,6911763
0.907,0.082,0.011,6975178
0.353,0.639,0.008,6863217
0.956,0.032,0.012,6836515
0.5035321428571428,0.059,0.4374678571428573,6859257
0.992,0.004,0.004,7077240
0.237,0.736,0.027,7178051
0.122,0.711,0.167,7113717
0.947,0.037,0.016,6874246
0.805,0.117,0.078,7062134
0.156,0.037,0.807,7014915
0.269,0.717,0.014,7216667
0.9755,0.0185,0.006,7073535
0.887,0.098,0.015,6905849
0.967,0.026,0.007,6915907
0.798,0.181,0.021,7172614
0.883,0.1,0.017,7011725
0.822,0.111,0.067,7166867
0.109,0.787,0.104,7227446
0.826,0.138,0.036,7083254
0.158,0.816,0.026,6937744
0.9,0.072,0.028,6819509
0.997,0.003,0.0,7089461
0.954,0.032,0.014,6884396
0.056666666666666664,0.086,0.8573333333333333,7065905
0.922,0.068,0.01,7200706
0.971,0.024,0.005,7198896
0.995,0.004,0.001,7167114
0.848,0.121,0.031,7108626
0.131,0.83,0.039,7220567
0.997,0.003,0.0,7075497
1.0,0.0,0.0,6966296
0.033,0.052649999999999995,0.91435,6914857
0.932,0.048,0.02,7159390
0.964,0.031,0.005,7113618
0.144,0.1235,0.7325,6902312
0.983,0.013,0.004,6923703
0.268,0.719,0.013,6940570
0.13,0.795,0.075,7150492
0.1445,0.8233333333333334,0.03216666666666667,6975959
0.994,0.004,0.002,7221771
0.15166666666666664,0.135,0.7133333333333334,6918677
0.125,0.7923333333333333,0.08266666666666667,7105751
0.869,0.11,0.021,7060313
0.93,0.066,0.004,7091751
0.269,0.715,0.016,7060233
0.958,0.036,0.006,7124908
0.31,0.684,0.006,7170736
0.988,0.008,0.004,7152228
0.196,0.772,0.032,7115971
0.862,0.101,0.037,7039051
0.95025,0.04975,0.0,7351989
0.9784285714285714,0.01957142857142857,0.002,7220299
0.995,0.004,0.001,7094600
0.947,0.047,0.006,7147912
0.168,0.79,0.042,6970423
0.966,0.034,0.0,7125573
0.216,0.742,0.042,7181769
0.879,0.109,0.012,6890386
0.959,0.029,0.012,6992471
0.18280000000000002,0.8132,0.004,7132398
0.07166666666666667,0.8046,0.12373333333333333,6969649
0.293,0.705,0.002,7174752
0.996,0.004,0.0,7025454
0.217,0.123,0.66,7076764
0.321,0.671,0.008,6842702
0.975,0.024,0.001,7092371
0.996,0.004,0.0,6931234
0.218,0.777,0.005,7171719
0.167,0.7689333333333334,0.06406666666666666,7178295
1.0,0.0,0.0,7012542
0.79,0.207,0.003,7093878
0.135,0.8236,0.0414,6976344
0.216,0.759,0.025,6893481
0.9925,0.0075,0.0,6828077
0.926,0.063,0.011,6918787
0.9345,0.0545,0.011,6974980
0.083,0.89,0.027,7186249
0.864,0.10025,0.03575,6920455
0.923,0.069,0.008,7079812
0.967,0.033,0.0,6955653
0.214,0.756,0.03,6855283
0.175,0.787,0.038,6843684
0.919,0.069,0.012,6927659
0.922,0.061,0.017,7019817
0.996,0.004,0.0,7073559
0.201,0.757,0.042,6947684
0.9835,0.0165,0.0,7011032
0.7,0.26,0.04,6980461
0.98,0.018,0.002,7112850
0.927,0.064,0.009,6878587
0.993,0.007,0.0,7014555
0.89925,0.082,0.01875,6887977
0.995,0.004,0.001,7077766
0.219,0.679,0.102,6812520
0.299,0.691,0.01,7210186
0.954,0.043,0.003,6891268
0.922,0.063,0.015,7023447
1.0,0.0,0.0,7141811
0.81,0.155,0.035,7294798
0.106,0.83,0.064,7053886
0.94,0.058,0.002,7192564
0.699,0.25854999999999995,0.042449999999999995,6836722
0.934,0.056,0.01,7073176
0.987,0.01,0.003,7011860
0.923,0.068,0.009,6886603
0.171,0.81,0.019,6815584
0.926,0.056,0.018,7218072
0.791,0.148,0.061,7010884
0.941,0.033,0.026,6909599
0.098,0.744,0.158,6995920
0.996,0.003,0.001,6916397
0.814,0.123,0.063,7218838
0.895,0.087,0.018,7193680
0.967,0.022,0.011,7128805
0.172,0.774,0.054,7138925
0.802,0.145,0.053,7219503
0.881,0.103,0.016,6815167
0.942,0.057,0.001,6890087
0.096,0.778,0.126,6857894
0.871,0.094,0.035,6837896
0.987,0.012,0.001,6934946
0.833,0.15,0.017,6941620
0.803,0.128,0.069,6878547
0.936,0.05,0.014,6890059
0.2029,0.7170500000000001,0.08005,6902991
0.886,0.081,0.033,6866456
0.99,0.009,0.001,6944777
0.758,0.161,0.081,6934040
0.66,0.298,0.042,7043075
0.277,0.712,0.011,7214468
0.152,0.815,0.033,6868305
0.18266666666666664,0.11633333333333333,0.701,7033016
0.912,0.079,0.009,7198620
0.983,0.016,0.001,7146248
0.177,0.695,0.128,6889638
0.169,0.167,0.664,7083409
0.156,0.148,0.696,7200522
0.101,0.8476666666666667,0.05133333333333333,7129997
0.167,0.122,0.711,7219312
0.968,0.031,0.001,6888015
0.093,0.809,0.098,6927965
0.291,0.7,0.009,7083274
0.881,0.095,0.024,7156846
0.225,0.738,0.037,7179848
0.193,0.759,0.048,7209183
0.16,0.812,0.028,7200574
0.275,0.713,0.012,6820634
0.114,0.7735,0.1125,6999460
0.9956666666666667,0.003333333333333333,0.001,6992643
0.233,0.734,0.033,7096174
0.75,0.181,0.069,7443610
0.178,0.775,0.047,7162124
0.897,0.087,0.016,6813319
0.956,0.037,0.007,7062391
0.94,0.057,0.003,7031283
0.199,0.773,0.028,6927036
0.164,0.817,0.019,6931825
0.91975,0.06925,0.011,6902029
0.911,0.079,0.01,6864072
0.897,0.095,0.008,6994984
0.963,0.027,0.01,7209605
0.108,0.112,0.78,7216490
0.9114285714285715,0.06857142857142857,0.02,6872086
0.039,0.036,0.925,6843255
0.911,0.078,0.011,6920089
0.965,0.022,0.013,6963951
0.976,0.022,0.002,7148782
0.986,0.012,0.002,6985077
0.15258333333333335,0.8234166666666668,0.024,6945816
0.792,0.204,0.004,7055097
0.941,0.052,0.007,7051810
0.941,0.05,0.009,6857989
0.867,0.103,0.03,6885719
0.03,0.116,0.854,7132832
0.97,0.028,0.002,7007754
0.131,0.849,0.02,7140112
0.173,0.823,0.004,7197783
0.993,0.007,0.0,6909299
0.76,0.085,0.155,6923239
0.9045,0.0765,0.019,6854948
0.183,0.108,0.709,6868577
0.063,0.6972,0.2398,6970169
0.915,0.039,0.046,7100775
0.177,0.779,0.044,6986522
0.988,0.011,0.001,7121969
0.984,0.015,0.001,6868810
0.198,0.7525,0.0495,7192806
0.8658333333333333,0.12016666666666666,0.014,6966823
0.985,0.014,0.001,6837459
0.977,0.018,0.005,6989207
0.219,0.759,0.022,6997100
0.961,0.039,0.0,7001113
0.077,0.736,0.187,7093631
0.904,0.093,0.003,7006846
0.935,0.057,0.008,7064177
0.97,0.028,0.002,6868530
0.0305,0.0674,0.9021000000000001,6812855
0.975,0.023,0.002,6916149
0.08,0.09,0.83,7121412
0.939,0.044,0.017,7225668
0.966,0.031,0.003,6984953
0.322,0.667,0.011,7030838
0.059,0.074,0.867,7093234
0.94,0.052,0.008,6906763
0.0174,0.6799333333333334,0.3026666666666667,6850392
0.997,0.002,0.001,6961969
0.949,0.048,0.003,7037089
0.31366666666666665,0.6853333333333333,0.001,7047660
0.972,0.023,0.005,7228844
0.108,0.811,0.081,6938965
0.86,0.119,0.021,7096411
0.906,0.0525,0.0415,7186936
0.3,0.691,0.009,7161251
0.824,0.11,0.066,6873366
0.157,0.066,0.777,6838241
0.029,0.015,0.956,7033161
0.902,0.081,0.017,7136465
0.983,0.015,0.002,7029203
0.838,0.149,0.013,7002389
0.937,0.054,0.009,7096079
0.271,0.721,0.008,7184952
0.088,0.1315,0.7805,6888220
0.952,0.04,0.008,6923023
0.925,0.052,0.023,6815278
0.99,0.007,0.003,7100666
0.259,0.095,0.646,7162699
0.94825,0.04175,0.01,7137160
0.92775,0.06825,0.004,7137528
0.968,0.027,0.005,7096504
0.861,0.129,0.01,6908304
0.989,0.01,0.001,6966999
0.938,0.045,0.017,7195790
0.923,0.056,0.021,6973480
0.079,0.28,0.641,7044268
0.963,0.036,0.001,6847181
0.9185,0.07,0.0115,7188696
0.865,0.115,0.02,6916048
0.1,0.117,0.783,6860441
0.115,0.183,0.702,6835473
0.178,0.79,0.032,7065461
0.9805,0.0165,0.003,6838400
0.989,0.011,0.0,7103742
0.16,0.019,0.821,7034249
0.88,0.108,0.012,7026340
0.893,0.093,0.014,7140104
0.8568333333333333,0.11516666666666667,0.028,6881816
0.303,0.687,0.01,6987088
0.913,0.079,0.008,6932885
0.91,0.075,0.015,7072419
0.92675,0.06425,0.009,7254129
0.892,0.079,0.029,6831341
0.95,0.012,0.038,7202888
0.99,0.009,0.001,7226931
0.984,0.013,0.003,6899755
0.918,0.071,0.011,7110780
0.799,0.143,0.058,6839715
0.996,0.004,0.0,6971485
0.972,0.019,0.009,7234311
0.948,0.042,0.01,6832971
0.904,0.084,0.012,7008358
0.17466666666666666,0.7743333333333333,0.051,6839752
0.962,0.034,0.004,7195935
0.952,0.044,0.004,6930276
0.989,0.008,0.003,7189580
0.988,0.009,0.003,6998514
0.921,0.078,0.001,6873788
0.045,0.775,0.18,7076591
0.9316666666666666,0.04933333333333333,0.019,7102015
0.9115,0.0765,0.012,7144112
0.866,0.088,0.046,7448970
0.989,0.011,0.0,7008917
0.195,0.11,0.695,6987933
0.22416666666666668,0.13983333333333334,0.636,7013884
0.955,0.039,0.006,6855061
0.14,0.785,0.075,6938648
0.257,0.714,0.029,7209646
0.98,0.015,0.005,7152948
0.824,0.1346,0.0414,6996123
0.145,0.833,0.022,7217057
0.777,0.193,0.03,6820572
0.222,0.743,0.035,7001874
0.993,0.003,0.004,6963333
0.992,0.003,0.005,7200099
0.994,0.006,0.0,7166081
0.98,0.017,0.003,6937010
0.144,0.823,0.033,6937971
0.906,0.081,0.013,7142067
0.301,0.688,0.011,7162952
0.135,0.83,0.035,6835470
0.975,0.02,0.005,6995601
0.989,0.011,0.0,6859359
0.976,0.021,0.003,6881565
0.933,0.055,0.012,6935752
0.854,0.142,0.004,7024916
0.935,0.0576,0.0074,7041472
0.7701666666666667,0.20983333333333334,0.02,6877072
0.895,0.101,0.004,6985028
0.879,0.099,0.022,7192932
0.183,0.143,0.674,6952847
0.147,0.829,0.024,6940516
0.929,0.071,0.0,7232241
0.94025,0.04675,0.013,7083365
0.957,0.039,0.004,7116044
0.939,0.056,0.005,6981964
0.974,0.025,0.001,7077863
0.942,0.051,0.007,6920358
0.882,0.099,0.019,6906523
0.235,0.754,0.011,6969243
0.984,0.015,0.001,6953710
0.10033333333333333,0.764,0.13566666666666666,7217631
0.874,0.12,0.006,7024482
0.994,0.006,0.0,7051887
0.852,0.123,0.025,7170465
0.841,0.14,0.019,6940894
0.09666666666666666,0.798,0.10533333333333335,7025591
0.92825,0.05875,0.013,6911592
0.11166666666666666,0.796,0.09233333333333332,6959263
0.189,0.167,0.644,6988818
0.96,0.034,0.006,7210717
0.7693333333333334,0.19966666666666666,0.031,7131667
0.7964285714285715,0.173,0.03057142857142857,7069880
0.949,0.0485,0.0025,7130419
0.964,0.028,0.008,6833431
0.10116666666666665,0.867,0.03183333333333333,7044754
0.815,0.168,0.017,6905541
0.925,0.06,0.015,6922139
0.33,0.667,0.003,6925359
0.993,0.005,0.002,6833843
0.8905,0.0985,0.011,6927452
0.864,0.119,0.017,6921494
0.989,0.01,0.001,6986124
0.886,0.111,0.003,7171421
0.158,0.129,0.713,6932738
0.966,0.034,0.0,6885741
0.913,0.074,0.013,7182479
0.851,0.12,0.029,6967265
0.247,0.727,0.026,7011826
0.809,0.184,0.007,7049813
0.153,0.799,0.048,7121460
0.968,0.028,0.004,6965777
0.914,0.072,0.014,7193809
0.985,0.015,0.0,7095030
0.133,0.7463333333333334,0.12066666666666667,7117002
0.939,0.056,0.005,6920438
0.89,0.094,0.016,7062684
1.0,0.0,0.0,7198551
0.848,0.13,0.022,6881922
0.186,0.137,0.677,7126932
0.827,0.1,0.073,7206098
0.823,0.162,0.015,7206690
0.244,0.699,0.057,7092765
0.964,0.025,0.011,7218704
0.915,0.073,0.012,7591867
0.988,0.011,0.001,7100966
0.092,0.792,0.116,6954233
0.8732000000000001,0.0878,0.039,7049951
0.932,0.065,0.003,6918104
0.22573333333333334,0.10626666666666666,0.668,7158492
0.957,0.032,0.011,7022513
0.215,0.7425,0.0425,7076648
0.825,0.12,0.055,6907908
0.096,0.145,0.759,7199549
0.956,0.04,0.004,7081374
0.076,0.084,0.84,7116126
0.346,0.642,0.012,7113494
0.219,0.756,0.025,6873480
0.676,0.3,0.024,7063286
0.127,0.842,0.031,6968323
0.353,0.644,0.003,6860739
0.968,0.029,0.003,7119505
0.711,0.275,0.014,6844339
0.973,0.025,0.002,6828089
0.979,0.013,0.008,7067588
0.973,0.024,0.003,6989053
0.876,0.0925,0.0315,7180825
0.987,0.009,0.004,7050931
0.74,0.232,0.028,6941049
0.856,0.11133333333333333,0.03266666666666666,7072045
0.861,0.118,0.021,7136053
0.149,0.84,0.011,7021644
0.878,0.105,0.017,6815709
0.273,0.704,0.023,6984551
0.162,0.804,0.034,6855186
0.99,0.009,0.001,7122387
0.14533333333333334,0.8336666666666667,0.021,6921958
0.245,0.742,0.013,7078864
0.73,0.225,0.045,6941539
0.8175,0.1365,0.046,7012060
0.893,0.084,0.023,7146687
0.122,0.829,0.049,6938510
0.937,0.055,0.008,7223841
0.902,0.086,0.012,7001152
0.106,0.155,0.739,6838546
0.982,0.013,0.005,7009489
0.972,0.023,0.005,7019476
0.889,0.089,0.022,7011739
0.929,0.011,0.06,7040403
0.925,0.06,0.015,6848313
0.098,0.8063333333333333,0.09566666666666668,6906894
0.148,0.763,0.089,7137816
0.983,0.012,0.005,6980109
0.291,0.701,0.008,7079802
0.941,0.048,0.011,6820354
0.986,0.01,0.004,7120523
0.986,0.013,0.001,6991766
0.971,0.029,0.0,7027437
0.997,0.003,0.0,6880915
0.105,0.759,0.136,7028081
0.7845,0.1895,0.026,6900900
0.969,0.026,0.005,6836099
0.968,0.023,0.009,7187089
0.936,0.056,0.008,7100603
0.194,0.779,0.027,7185569
0.831,0.106,0.063,6829526
0.98,0.014,0.006,7200439
0.837,0.13,0.033,7092317
0.145,0.782,0.073,6876534
0.132,0.732,0.136,6869087
0.97475,0.02325,0.002,6821876
0.929,0.058,0.013,7097228
0.135,0.861,0.004,7193696
0.919,0.079,0.002,7004893
0.06,0.104,0.836,7052525
0.087,0.202,0.711,7032846
0.9606,0.0344,0.005,7030795
0.257,0.71,0.033,6931687
0.129,0.827,0.044,7131571
0.282,0.704,0.014,7221666
0.996,0.004,0.0,7136457
0.934,0.055,0.011,7159753
0.984,0.011,0.005,7114701
0.959,0.034,0.007,6906262
0.11,0.146,0.744,6951876
0.099,0.868,0.033,7071227
0.889,0.092,0.019,7147148
0.999,0.001,0.0,6850909
0.942,0.027,0.031,7001731
0.997,0.001,0.002,7088219
0.16333333333333333,0.15033333333333332,0.6863333333333334,7159781
0.905,0.085,0.01,6871134
0.948,0.046,0.006,6979787
0.979,0.019,0.002,6952152
0.961,0.038,0.001,7083396
0.882,0.097,0.021,7088040
0.914,0.063,0.023,6900235
0.975,0.023,0.002,7083974
0.864,0.082,0.054,6932595
0.332,0.668,0.0,6828220
0.745,0.145,0.11,7225541
0.982,0.017,0.001,7226646
0.177,0.789,0.034,7055174
0.798,0.154,0.048,6989332
0.212,0.761,0.027,6927832
0.876,0.101,0.023,6857819
0.996,0.004,0.0,6978137
0.962,0.028,0.01,7202661
0.999,0.001,0.0,7074705
0.906,0.068,0.026,6905691
0.866,0.114,0.02,7023854
0.4565642857142855,0.04,0.5034357142857143,6861705
0.247,0.728,0.025,6963048
0.87975,0.10825,0.012,6902872
0.164,0.792,0.044,7210511
0.887,0.103,0.01,7168769
0.875,0.117,0.008,7175617
0.876,0.094,0.03,6848955
0.926,0.06,0.014,6911452
0.333,0.664,0.003,7077167
0.996,0.002,0.002,7064273
0.255,0.734,0.011,6942093
0.237,0.747,0.016,6922651
0.179,0.779,0.042,6969835
0.971,0.028,0.001,6870161
0.875,0.123,0.002,7192663
0.982,0.017,0.001,6874746
0.95,0.049,0.001,7159912
0.724,0.19466666666666665,0.08133333333333334,7160166
0.327,0.666,0.007,6825790
0.9534666666666666,0.04053333333333333,0.006,7150349
0.912,0.077,0.011,6842225
0.975,0.025,0.0,6960788
0.7,0.2503333333333333,0.049666666666666665,7232848
0.2335,0.7455,0.021,6907308
0.886,0.094,0.02,7220599
0.212,0.767,0.021,7143029
0.886,0.108,0.006,7110576
0.256,0.092,0.652,7157444
0.9466666666666668,0.04833333333333333,0.005,7136149
0.2563333333333333,0.7101666666666667,0.0335,7092075
0.936,0.057,0.007,7083440
0.862,0.122,0.016,6819393
0.989,0.01,0.001,7186672
0.88,0.107,0.013,7124238
0.178,0.119,0.703,6811966
0.781,0.212,0.007,7123493
0.988,0.012,0.0,7203558
0.891,0.086,0.023,7000410
0.92,0.053,0.027,6971821
0.9521666666666666,0.042833333333333334,0.005,7516970
0.821,0.129,0.05,6844003
0.954,0.04,0.006,7212365
0.796,0.176,0.028,7188864
0.866,0.115,0.019,7118703
0.968,0.03,0.002,6979558
0.924,0.066,0.01,6816926
0.058,0.0715,0.8705,6912833
0.219,0.084,0.697,7017188
0.949,0.047,0.004,7215197
0.303,0.692,0.005,6939360
0.065,0.154,0.781,7110212
0.9213333333333333,0.06666666666666667,0.012,6837901
0.837,0.126,0.037,7211925
0.9503333333333333,0.043666666666666666,0.006,7102910
0.169,0.773,0.058,7226828
0.998,0.002,0.0,7202404
0.221,0.076,0.703,6912504
0.14,0.703,0.157,6902536
0.996,0.004,0.0,7156888
0.766,0.108,0.126,6902210
0.768,0.13366666666666666,0.09833333333333334,7093373
0.987,0.011,0.002,6961748
0.209,0.76,0.031,6983051
0.187,0.777,0.036,6887327
0.127,0.804,0.069,7059966
0.876,0.117,0.007,7055099
0.14,0.762,0.098,7127622
0.865,0.078,0.057,6842482
0.959,0.031,0.01,7019294
0.955,0.04,0.005,6884449
0.851,0.1216,0.027399999999999997,7002232
0.982,0.015,0.003,7015080
0.826,0.143,0.031,6816528
0.193,0.793,0.014,7119634
0.985,0.014,0.001,7222899
0.997,0.002,0.001,7090865
0.848,0.127,0.025,6827339
0.993,0.006,0.001,6900045
0.894,0.09,0.016,6869322
0.269,0.701,0.03,6943051
0.824,0.106,0.07,7227139
0.768,0.19466666666666665,0.03733333333333333,6827365
0.135,0.808,0.057,7141299
0.848,0.143,0.009,7134797
0.926,0.063,0.011,6848681
0.269,0.083,0.648,7127186
0.941,0.047,0.012,7016481
0.934,0.065,0.001,7210153
0.922,0.069,0.009,7115968
0.87,0.11,0.02,7044317
0.991,0.006,0.003,7068741
0.98,0.018,0.002,7020073
0.292,0.69,0.018,6886368
0.906,0.085,0.009,7219145
0.1275,0.182,0.6905,6932621
0.174,0.757,0.069,6871293
0.628,0.214,0.158,7218206
0.902,0.084,0.014,6843208
0.129,0.837,0.034,6952867
0.929,0.067,0.004,7030865
0.92,0.062,0.018,6985323
0.965,0.034,0.001,6817444
0.27,0.709,0.021,6926941
0.178,0.793,0.029,6873684
0.105,0.755,0.14,6821828
0.326,0.671,0.003,7021559
0.825,0.159,0.016,7030901
0.911,0.061,0.028,7189990
0.929,0.054,0.017,7233676
0.851,0.11,0.039,7211099
0.116,0.851,0.033,6974151
0.254,0.736,0.01,6991117
0.214,0.761,0.025,7143368
0.158,0.145,0.697,7091554
0.184,0.78,0.036,7154857
0.9132,0.0668,0.02,7197474
0.936,0.054,0.01,7037285
0.991,0.007,0.002,7043231
0.128,0.847,0.025,6911735
0.898,0.078,0.024,7114929
0.8634,0.1146,0.022,7116802
0.745,0.146,0.109,6831462
0.134,0.84,0.026,6874175
0.985,0.014,0.001,6854330
0.22,0.084,0.696,6982678
0.976,0.021,0.003,6904081
0.991,0.008,0.001,7027028
0.992,0.006,0.002,6928734
0.262,0.082,0.656,7089268
0.796,0.146,0.058,6938647
0.931,0.0535,0.0155,6976878
0.1985,0.7255,0.076,7089083
0.983,0.017,0.0,6921551
0.931,0.063,0.006,6814725
0.995,0.004,0.001,7034215
0.89,0.094,0.016,7183126
0.86,0.124,0.016,6847099
0.863,0.095,0.042,7093806
0.158,0.74725,0.09475,7046392
0.933,0.06,0.007,6908157
0.879,0.101,0.02,7070481
0.168,0.813,0.019,6962919
0.176,0.81,0.014,6977954
0.91,0.074,0.016,6885446
0.784,0.17160000000000003,0.0444,6943501
0.164,0.202,0.634,6837035
0.156,0.813,0.031,6978434
0.97025,0.02775,0.002,6821990
0.948,0.045,0.007,6935066
0.304,0.663,0.033,6928601
0.214,0.765,0.021,7192268
0.987,0.011,0.002,7090476
0.861,0.12,0.019,7015168
0.274,0.10466666666666666,0.6213333333333334,6984380
0.856,0.115,0.029,6970373
0.275,0.716,0.009,7049401
0.18,0.783,0.037,6879168
0.391,0.609,0.0,6908117
0.095,0.111,0.794,7000339
0.154,0.768,0.078,6891104
0.982,0.017,0.001,7200695
0.928,0.054,0.018,7148093
0.956,0.035,0.009,7098126
0.282,0.6847333333333333,0.03326666666666667,7159818
0.145,0.799,0.056,6938597
0.211,0.737,0.052,7206954
0.77,0.207,0.023,6887646
0.168,0.77,0.062,7035687
0.9105,0.0705,0.019,6933372
0.969,0.0255,0.0055,6907900
0.966,0.023,0.011,6939446
0.975,0.022,0.003,7169556
0.872,0.107,0.021,6873799
0.964,0.034,0.002,6962106
0.952,0.0395,0.0085,6877550
0.913,0.082,0.005,6994954
0.838,0.106,0.056,7181624
0.966,0.029,0.005,7118714
0.098,0.134,0.768,7044305
0.725,0.242,0.033,6942943
0.855,0.097,0.048,7196114
0.948,0.047,0.005,7128222
0.05366666666666666,0.766,0.18033333333333335,7043598
0.05,0.281,0.669,6923237
0.998,0.002,0.0,6962401
0.925,0.06,0.015,6969407
0.989,0.011,0.0,7018345
0.999,0.001,0.0,7060716
0.139,0.82,0.041,7139992
0.22725,0.74075,0.032,7105233
0.996,0.004,0.0,6909409
0.192,0.144,0.664,7209001
0.808,0.1415,0.0505,7233425
0.82475,0.14925,0.026,7061736
0.999,0.001,0.0,7017950
0.215,0.733,0.052,6965097
0.128,0.8395,0.0325,7001071
0.972,0.025,0.003,7189034
0.838,0.133,0.029,6893055
0.762,0.16,0.078,6973676
0.989,0.009,0.002,7213090
0.984,0.015,0.001,7076237
0.9465,0.0455,0.008,7128972
0.194,0.777,0.029,6843501
0.867,0.091,0.042,7724814
0.2746666666666666,0.713,0.012333333333333333,6941348
0.161,0.197,0.642,7208428
0.851,0.114,0.035,7104914
0.9715,0.024,0.0045,7162800
0.95,0.043,0.007,7215568
0.301,0.693,0.006,6935690
0.721,0.116,0.163,6976488
0.987,0.011,0.002,6864382
0.981,0.017,0.002,6999623
0.998,0.002,0.0,6966333
0.191,0.794,0.015,6898648
0.1745,0.7975,0.028,6844210
0.815,0.134,0.051,6883073
0.272,0.715,0.013,7029249
0.945,0.042,0.013,6831662
0.986,0.012,0.002,7176499
0.98,0.017,0.003,7152914
0.983,0.015,0.002,7162724
0.982,0.01,0.008,7095454
0.19166666666666668,0.7673333333333333,0.041,6999694
0.1911,0.756,0.052899999999999996,7228772
0.277,0.711,0.012,7115101
0.892,0.1,0.008,7170277
0.194,0.774,0.032,6852703
0.209,0.77,0.021,7092777
0.834,0.125,0.041,6816092
0.891,0.094,0.015,6919149
0.947,0.046,0.007,6860277
0.095,0.142,0.763,6948483
0.832,0.108,0.06,7058796
0.1613333333333333,0.09066666666666666,0.748,7162999
0.807,0.14733333333333332,0.04566666666666666,7026172
0.081,0.145,0.774,6895996
0.971,0.023,0.006,7199468
0.2285,0.7575,0.014,7119068
0.892,0.082,0.026,7210673
0.025,0.063,0.912,7076679
0.979,0.019666666666666666,0.0013333333333333333,7226298
0.906,0.078,0.016,6993473
0.989,0.009,0.002,7103829
0.232,0.74,0.028,6941690
0.889,0.093,0.018,6930119
0.132,0.781,0.087,6936834
0.1895,0.7915,0.019,7020086
0.136,0.1168,0.7472000000000001,7105867
0.856,0.097,0.047,6999410
0.263,0.728,0.009,6901722
0.992,0.007,0.001,7010124
0.834,0.165,0.001,6920142
0.846,0.137,0.017,7091233
0.865,0.098,0.037,6910976
0.905,0.071,0.024,6912001
0.731,0.113,0.156,7405648
0.178,0.166,0.656,7099693
0.878,0.112,0.01,7221021
0.228,0.75,0.022,6817205
1.0,0.0,0.0,7219275
0.89,0.104,0.006,7229420
0.993,0.005,0.002,7066461
0.2395,0.7275,0.033,7038751
0.241,0.11,0.649,6946444
0.306,0.67,0.024,6968589
0.249,0.71,0.041,6835896
0.852,0.144,0.004,6993241
0.3,0.699,0.001,6860821
0.968,0.032,0.0,7112138
0.934,0.055,0.011,7008400
0.88,0.109,0.011,6919007
0.989,0.007,0.004,7023880
0.969,0.028,0.003,6980527
0.893,0.085,0.022,6923509
0.9805,0.0175,0.002,6984810
0.994,0.005,0.001,6864493
0.991,0.007,0.002,7015095
0.269,0.71,0.021,6910268
0.972,0.023,0.005,7157863
0.956,0.042,0.002,7017193
0.269,0.718,0.013,7061016
0.8125,0.13215,0.055349999999999996,7233586
0.984,0.016,0.0,6896606
0.787,0.171,0.042,7050843
0.255,0.734,0.011,7109323
0.016,0.6736583333333328,0.3103416666666665,6943374
0.917,0.069,0.014,7123974
0.9725,0.02,0.0075,7207748
0.194,0.761,0.045,7161509
0.2775,0.7165,0.006,7059288
0.951,0.043,0.006,7414279
0.956,0.037,0.007,7043349
0.926,0.054,0.02,6919728
0.875,0.1006,0.024399999999999998,6842716
0.903,0.076,0.021,6995622
0.911,0.066,0.023,7223091
0.208,0.776,0.016,6975616
0.958,0.039,0.003,6967570
0.179,0.793,0.028,7019195
0.902,0.081,0.017,7163005
